#{"t_start": 1790202046.5118334, "env_id": "None"}
r,l,t
329.0894,199,6233.657573
330.3376,199,6233.97821
324.30118,199,6234.24591
331.16385,199,6234.439654
334.2259,199,6234.791003
321.85428,199,6235.074509
332.76047,199,6235.090708
337.29797,199,6235.590331
323.88364,199,6235.605519
333.54788,199,6236.675429
324.86996,199,6236.838588
331.44833,199,6237.158146
327.1168,199,6237.427073
328.2232,199,6237.61389
334.43405,199,6237.970868
335.52264,199,6238.254445
328.80447,199,6238.270734
332.78226,199,6248.641336
326.36835,199,6248.656525
333.28607,199,6249.714916
333.73917,199,6249.8715
339.18042,199,6250.19586
337.8189,199,6250.473781
335.6937,199,6250.667277
341.26624,199,6251.016005
344.5847,199,6251.304255
346.87662,199,6251.320336
339.21326,199,6251.817194
336.4705,199,6251.83273
339.27805,199,6252.89659
338.0422,199,6253.058746
338.67288,199,6253.376304
339.97897,199,6253.650023
330.0021,199,6253.839146
339.98553,199,6254.194349
337.76135,199,6254.487423
340.51004,199,6254.503011
338.31387,199,6255.002697
339.94534,199,6255.019099
334.65616,199,6257.68593
333.3041,199,6257.840678
339.8186,199,6258.148153
342.86633,199,6258.41014
342.6974,199,6258.599893
339.96085,199,6258.941635
338.3161,199,6259.213076
338.04712,199,6259.229461
340.09866,199,6259.724159
333.6168,199,6259.742241
337.52277,199,6260.788775
339.19562,199,6260.942282
341.73627,199,6261.258474
335.15778,199,6261.529652
341.07272,199,6261.724559
341.17917,199,6262.075016
341.17825,199,6262.366894
339.71118,199,6262.383059
334.56833,199,6262.879129
343.92688,199,6262.894688
338.27438,199,6263.949227
338.60684,199,6264.108069
336.53238,199,6264.427491
338.64807,199,6264.699493
337.29526,199,6264.892184
337.38385,199,6265.245956
338.74557,199,6265.53632
339.1064,199,6265.552516
337.30298,199,6266.051536
337.7934,199,6266.068895
338.7716,199,6267.135318
334.97403,199,6267.294387
338.7338,199,6267.610323
337.02866,199,6267.88394
340.485,199,6268.073142
336.14035,199,6268.4247
335.50192,199,6268.712389
339.2749,199,6268.727635
341.84088,199,6269.217773
339.4614,199,6269.234357
339.1019,199,6270.29527
340.21265,199,6270.449206
339.26205,199,6270.76291
338.09045,199,6271.029127
342.19473,199,6271.22782
336.19986,199,6271.606381
343.56442,199,6271.919815
345.62088,199,6271.937843
340.32718,199,6272.465924
343.50766,199,6272.484019
336.1317,199,6273.615501
336.2352,199,6275.402495
339.88004,199,6275.70743
343.73914,199,6275.973061
336.95737,199,6276.15376
339.49664,199,6276.495913
342.67206,199,6276.76875
338.2645,199,6276.784749
339.32178,199,6277.280132
337.38586,199,6277.296606
341.87085,199,6278.407532
340.79184,199,6278.571428
342.01532,199,6278.901865
337.70065,199,6279.189118
340.80902,199,6279.394147
337.03787,199,6279.759573
337.3739,199,6280.060963
340.86884,199,6280.078911
335.6691,199,6280.599407
344.19174,199,6280.616628
341.54828,199,6281.747059
341.4204,199,6281.914937
344.86212,199,6282.253947
341.3107,199,6282.540369
337.58643,199,6282.743273
338.09006,199,6283.121168
339.49078,199,6283.433
338.45242,199,6283.45119
333.6534,199,6283.969289
334.19672,199,6283.985643
344.7055,199,6296.163073
337.4881,199,6296.324041
339.3623,199,6296.643948
333.54626,199,6296.915823
336.17526,199,6297.1078
335.13162,199,6297.458195
336.94116,199,6297.747333
336.70834,199,6297.763072
338.38892,199,6298.26256
334.4699,199,6298.279073
336.24634,199,6299.32651
339.08344,199,6299.484493
338.15582,199,6299.808691
340.0927,199,6300.08298
342.46146,199,6300.275809
338.7456,199,6300.633932
340.97943,199,6300.927667
334.88687,199,6300.943803
340.08472,199,6301.439716
338.39615,199,6301.455625
345.70825,199,6302.514261
336.11203,199,6304.319217
340.17688,199,6304.629113
336.11154,199,6304.899209
344.83386,199,6305.085223
338.51645,199,6305.430193
343.3166,199,6305.716581
335.5073,199,6305.732684
331.78427,199,6306.222026
341.79977,199,6306.238402
340.55948,199,6307.295265
340.36255,199,6307.452115
337.65262,199,6307.779998
348.04953,199,6308.055759
335.99188,199,6308.246004
336.59937,199,6308.593481
335.97873,199,6308.888794
334.49707,199,6308.90487
339.99536,199,6309.403534
336.77454,199,6309.41957
338.5878,199,6310.474753
339.9241,199,6310.63822
341.34503,199,6310.956458
335.86038,199,6311.224643
337.63666,199,6311.420002
333.00803,199,6311.768294
342.38303,199,6312.057748
337.9743,199,6312.073754
334.29803,199,6312.574039
338.09506,199,6312.590547
330.34128,199,6313.652243
339.08762,199,6313.816423
338.1532,199,6314.147011
343.11807,199,6314.418508
337.27344,199,6314.604444
337.37732,199,6314.958556
343.33298,199,6315.244955
342.08096,199,6315.261949
336.75687,199,6315.768388
343.37595,199,6315.783984
335.44867,199,6316.849063
339.38873,199,6317.008531
341.6333,199,6317.331776
336.07898,199,6317.602604
335.1603,199,6317.809126
338.09814,199,6318.164168
339.42548,199,6318.454667
338.94302,199,6318.471412
340.13943,199,6318.967926
338.17783,199,6318.983969
344.1336,199,6320.043834
335.49564,199,6320.208359
339.00833,199,6322.146258
338.731,199,6322.412511
338.61734,199,6322.600204
339.8351,199,6322.949614
342.70407,199,6323.232734
334.2941,199,6323.248938
332.16953,199,6323.737574
340.71063,199,6323.75544
336.8593,199,6324.8546
335.77493,199,6325.020651
342.67123,199,6325.356901
339.52112,199,6325.638372
339.91415,199,6325.840067
337.7736,199,6326.20971
334.62805,199,6326.5167
337.59045,199,6326.53453
337.5246,199,6327.061409
335.19986,199,6327.078382
334.79898,199,6328.144061
333.4385,199,6328.303366
334.531,199,6328.623915
331.89276,199,6328.898409
342.83746,199,6329.08948
335.53723,199,6329.446539
337.99057,199,6329.733993
339.95322,199,6329.750551
334.8932,199,6330.241901
339.47476,199,6330.257519
336.80075,199,6331.394951
334.831,199,6331.569776
338.53955,199,6331.9091
341.98813,199,6342.343884
339.2833,199,6342.537103
337.09543,199,6342.89155
341.3978,199,6343.173186
342.34717,199,6343.190354
348.19818,199,6343.686681
342.7203,199,6343.704271
341.18597,199,6344.773319
337.57526,199,6344.932295
343.31168,199,6345.250978
344.50818,199,6345.523938
344.37903,199,6345.721534
339.11014,199,6346.103159
346.51868,199,6346.415946
346.1076,199,6346.434309
335.71338,199,6346.970145
341.7644,199,6346.986914
340.7005,199,6348.11775
340.56744,199,6348.28286
344.10748,199,6350.233068
340.16293,199,6350.511469
340.80783,199,6350.711128
343.51013,199,6351.08857
346.384,199,6351.389891
343.2095,199,6351.407546
341.1924,199,6351.938259
342.8063,199,6351.955416
344.96796,199,6353.06478
345.25665,199,6353.238821
344.65332,199,6353.583146
343.02417,199,6353.877017
340.54803,199,6354.084963
343.4697,199,6354.463665
346.96085,199,6354.770719
344.73743,199,6354.788388
343.74042,199,6355.32257
346.6797,199,6355.340573
341.60718,199,6356.479997
339.34625,199,6356.65121
347.80823,199,6356.992073
347.85852,199,6357.277323
345.60065,199,6357.483236
342.66953,199,6357.854901
343.04297,199,6358.158109
341.68317,199,6358.175753
347.81223,199,6358.709476
346.37558,199,6358.725947
345.2733,199,6359.844537
342.70245,199,6360.008436
342.32278,199,6360.349964
345.5322,199,6360.639979
342.55457,199,6360.851646
340.78983,199,6361.215169
345.2676,199,6361.517197
342.26282,199,6361.535148
343.59067,199,6362.068261
344.13736,199,6362.084272
346.58887,199,6363.205363
348.35226,199,6363.377017
343.26453,199,6363.713048
336.59326,199,6364.003337
344.1362,199,6364.209109
341.44315,199,6364.586168
343.51514,199,6364.895976
337.66653,199,6364.913221
339.6804,199,6365.443381
343.61807,199,6365.459639
347.11646,199,6366.591949
343.8981,199,6366.760074
340.92175,199,6368.705453
344.08957,199,6368.994492
343.83136,199,6369.192107
339.44672,199,6369.556292
346.2109,199,6369.855689
337.3801,199,6369.873728
343.0227,199,6370.394187
340.1361,199,6370.411386
337.2733,199,6371.543871
348.39514,199,6371.7135
343.04962,199,6372.054428
345.77856,199,6372.346135
346.58783,199,6372.558168
343.56857,199,6372.935184
345.44632,199,6373.236458
340.46237,199,6373.2542
340.822,199,6373.789842
342.27274,199,6373.806755
347.17102,199,6375.06602
345.47906,199,6375.230952
347.45627,199,6375.552943
339.38287,199,6375.828061
345.85052,199,6376.024189
350.6964,199,6376.381635
340.11356,199,6376.66982
340.24515,199,6376.686262
340.8997,199,6377.198081
341.63626,199,6377.214511
344.72995,199,6378.317122
340.3597,199,6378.480963
344.8436,199,6378.811759
339.68378,199,6379.096091
342.07394,199,6379.298801
345.67462,199,6379.672524
345.39716,199,6391.653437
341.33105,199,6391.671042
342.936,199,6392.190505
343.91245,199,6392.208619
347.3811,199,6393.338424
339.75287,199,6393.507626
343.59747,199,6393.844799
341.36386,199,6394.123455
348.49667,199,6394.331229
344.99084,199,6394.70959
345.6643,199,6395.023576
342.30536,199,6395.040689
347.02872,199,6395.581386
344.67596,199,6395.597683
344.61258,199,6396.727499
347.4459,199,6396.897548
346.83255,199,6398.829473
346.82996,199,6399.099599
348.38995,199,6399.296607
346.2217,199,6399.66122
349.33298,199,6399.960536
340.18433,199,6399.977794
344.32205,199,6400.499529
347.93472,199,6400.516193
356.49216,199,6401.632093
351.21054,199,6401.797049
350.48795,199,6402.137595
349.277,199,6402.423421
346.62662,199,6402.628815
345.61444,199,6403.008021
343.36978,199,6403.31769
345.07874,199,6403.334899
347.7567,199,6403.868121
346.91522,199,6403.886258
346.63327,199,6405.018747
344.37604,199,6405.187506
346.55222,199,6405.525903
342.56976,199,6405.811275
337.2759,199,6406.021105
342.06833,199,6406.39737
350.2682,199,6406.70873
350.57837,199,6406.726
345.59305,199,6407.255061
345.4772,199,6407.271733
339.7156,199,6408.409127
343.8182,199,6408.577134
346.77234,199,6408.916437
343.3975,199,6409.209274
344.2765,199,6409.409985
344.8938,199,6409.788867
348.56784,199,6410.09157
351.80072,199,6410.108766
344.78333,199,6410.640918
345.01297,199,6410.656754
350.45865,199,6411.713417
346.7767,199,6411.867684
350.71774,199,6412.18365
352.06332,199,6412.454694
347.02673,199,6412.642392
345.18314,199,6412.993607
348.59274,199,6413.280171
343.2197,199,6413.296106
351.40457,199,6413.787585
345.89108,199,6413.804309
345.91345,199,6414.872955
341.14136,199,6415.033144
343.57748,199,6415.344486
348.6514,199,6417.200484
345.46817,199,6417.379887
343.7994,199,6417.714803
347.90533,199,6417.997016
349.29343,199,6418.0122
346.20578,199,6418.498594
345.03452,199,6418.514215
347.7409,199,6419.540583
344.15234,199,6419.696062
349.38614,199,6420.017352
341.47278,199,6420.295493
348.15445,199,6420.48513
340.5492,199,6420.832916
348.05112,199,6421.118865
347.30154,199,6421.134898
346.83444,199,6421.629801
346.81833,199,6421.646415
343.41354,199,6422.726804
341.4261,199,6422.885341
346.2091,199,6423.211357
342.2019,199,6423.48322
346.66693,199,6423.678024
344.60178,199,6424.036786
341.0076,199,6424.326288
347.99356,199,6424.342369
347.73068,199,6424.845058
342.19226,199,6424.861669
347.02933,199,6425.921659
345.0794,199,6426.0813
340.24966,199,6426.398276
346.95035,199,6426.671774
342.66406,199,6426.858424
350.32996,199,6427.209963
348.48157,199,6427.49129
343.46545,199,6427.506912
346.75787,199,6428.002059
345.70102,199,6428.018562
349.8591,199,6439.185067
346.27417,199,6439.342186
349.3693,199,6439.663313
346.36642,199,6439.93793
347.26422,199,6440.130103
347.18106,199,6440.483857
345.14478,199,6440.763393
346.7068,199,6440.780395
348.90576,199,6441.280189
342.9236,199,6441.296324
347.71362,199,6442.378333
344.67496,199,6442.532421
347.40735,199,6442.850221
346.11374,199,6444.722053
347.6625,199,6444.91204
342.48178,199,6445.256329
341.38382,199,6445.553994
346.88754,199,6445.570309
347.4007,199,6446.082141
345.97504,199,6446.098858
339.51074,199,6447.210338
342.9488,199,6447.379115
347.25888,199,6447.722969
349.6536,199,6448.010398
349.43777,199,6448.222514
352.66867,199,6448.595574
345.03207,199,6448.903676
351.81198,199,6448.920798
348.21964,199,6449.457861
350.75827,199,6449.474973
352.12375,199,6450.599821
350.284,199,6450.767599
350.0317,199,6451.101514
346.83994,199,6451.388013
349.7045,199,6451.594675
346.19623,199,6451.971947
342.774,199,6452.281867
346.06503,199,6452.299746
345.41556,199,6452.840358
343.47467,199,6452.85643
351.03415,199,6453.975483
347.3555,199,6454.142104
342.12778,199,6454.482526
342.2231,199,6454.765634
346.92715,199,6454.968147
344.3829,199,6455.338659
342.41656,199,6455.635587
347.55298,199,6455.65214
345.3519,199,6456.182072
343.32504,199,6456.198892
345.8261,199,6457.333291
346.20074,199,6457.500032
346.98727,199,6457.841489
343.40836,199,6458.132755
352.0157,199,6458.339983
348.91626,199,6458.715759
348.10532,199,6459.021094
345.4458,199,6459.038172
346.4142,199,6459.565636
347.6975,199,6459.583712
349.90872,199,6460.724362
349.05084,199,6460.881786
345.9012,199,6461.212964
345.4516,199,6463.066617
347.92883,199,6463.255784
351.93893,199,6463.610358
348.1084,199,6463.915152
343.39606,199,6463.932362
344.12408,199,6464.446848
346.3473,199,6464.464289
349.3701,199,6465.567752
346.10977,199,6465.736885
348.8525,199,6466.07692
342.93228,199,6466.372636
346.65076,199,6466.581966
347.3124,199,6466.960796
347.00647,199,6467.272017
348.9455,199,6467.28934
348.65155,199,6467.814615
343.92392,199,6467.830981
348.6915,199,6468.964808
338.31674,199,6469.130196
342.63852,199,6469.472234
341.31128,199,6469.765186
344.2752,199,6469.973173
343.1743,199,6470.355287
351.8036,199,6470.653329
344.1431,199,6470.6697
345.75134,199,6471.180713
351.658,199,6471.197501
352.03732,199,6472.341811
339.27365,199,6472.51349
344.62585,199,6472.856736
343.08112,199,6473.152647
341.03915,199,6473.354168
349.83078,199,6473.737953
340.96445,199,6474.042522
345.91278,199,6474.061029
343.13574,199,6474.601695
346.57687,199,6474.618932
347.75943,199,6475.695722
344.99435,199,6475.853071
344.31146,199,6486.564097
347.613,199,6486.856684
342.9463,199,6487.054926
345.27036,199,6487.40499
351.368,199,6487.693458
344.7049,199,6487.709077
345.2997,199,6488.211844
347.54135,199,6488.226905
346.95538,199,6489.281258
343.47867,199,6489.443526
342.5533,199,6489.7814
343.76886,199,6490.073075
342.54056,199,6491.879423
349.39105,199,6492.252763
348.2111,199,6492.548108
346.16843,199,6492.564942
348.0766,199,6493.090601
345.43936,199,6493.106953
344.815,199,6494.162641
347.43304,199,6494.319626
346.33017,199,6494.641669
348.6511,199,6494.912338
351.3922,199,6495.108055
344.89835,199,6495.461688
347.2422,199,6495.748112
352.66684,199,6495.764253
349.55588,199,6496.25781
345.21402,199,6496.275115
346.54993,199,6497.335563
349.75778,199,6497.502729
346.26572,199,6497.825272
348.72217,199,6498.102263
346.03333,199,6498.295418
346.018,199,6498.659047
348.0136,199,6498.948028
349.80417,199,6498.96415
343.1748,199,6499.460172
346.2515,199,6499.476209
347.31058,199,6500.540274
351.48743,199,6500.701116
343.88812,199,6501.013547
347.2958,199,6501.283509
342.2389,199,6501.475551
345.46808,199,6501.828143
351.98215,199,6502.115377
351.52948,199,6502.131409
349.29193,199,6502.624071
344.28952,199,6502.639703
348.47162,199,6503.706992
343.74896,199,6503.866867
353.42685,199,6504.184915
343.288,199,6504.450678
346.36798,199,6504.643856
348.92932,199,6504.998266
347.2342,199,6505.289518
344.58444,199,6505.305613
345.7653,199,6505.799425
349.4091,199,6505.815133
351.11865,199,6506.86563
348.95126,199,6507.02346
350.28964,199,6507.341807
349.75354,199,6507.614649
347.60062,199,6509.416316
342.90317,199,6509.760734
347.0885,199,6510.044724
345.89655,199,6510.059469
343.2153,199,6510.533236
346.9669,199,6510.548953
349.45233,199,6511.589263
347.791,199,6511.744468
346.93848,199,6512.074325
345.20642,199,6512.340986
347.18274,199,6512.532548
347.30185,199,6512.884442
346.40015,199,6513.177899
343.5826,199,6513.19445
346.99176,199,6513.693606
341.88333,199,6513.70924
343.9326,199,6514.765784
349.13687,199,6514.920368
349.2008,199,6515.235724
346.5622,199,6515.508657
344.7322,199,6515.701093
348.92813,199,6516.052588
343.91922,199,6516.338008
353.16956,199,6516.3532
344.55774,199,6516.845147
352.06427,199,6516.861522
346.18823,199,6517.918172
344.90057,199,6518.076526
348.38657,199,6518.397202
346.55862,199,6518.671894
351.33295,199,6518.862772
343.24625,199,6519.21457
344.39706,199,6519.503288
347.96118,199,6519.519815
344.24826,199,6520.022025
345.74896,199,6520.037562
343.95404,199,6521.082916
344.30872,199,6521.238533
347.3655,199,6521.557647
350.08032,199,6521.836399
348.02124,199,6522.028356
342.9288,199,6532.19044
347.7826,199,6532.477714
350.1038,199,6532.494107
344.69022,199,6532.978143
351.80685,199,6532.994439
348.7921,199,6534.02737
344.53534,199,6534.185392
345.01102,199,6534.505125
350.04825,199,6534.777702
348.35257,199,6536.565996
345.5412,199,6536.909491
346.81262,199,6537.185892
345.2904,199,6537.201546
350.3402,199,6537.682728
353.0624,199,6537.699253
348.6433,199,6538.720635
346.97644,199,6538.879031
348.5016,199,6539.197823
347.07767,199,6539.466716
346.36688,199,6539.653942
350.24695,199,6540.005688
351.51733,199,6540.29407
347.7026,199,6540.310625
346.10104,199,6540.812704
347.15048,199,6540.82926
345.26367,199,6541.889868
346.01883,199,6542.047657
345.65332,199,6542.374612
345.63373,199,6542.645136
350.92038,199,6542.833637
348.62543,199,6543.188881
344.93674,199,6543.481463
349.78912,199,6543.498525
349.16565,199,6543.992017
345.79575,199,6544.008574
347.08334,199,6545.073011
338.121,199,6545.229677
348.7831,199,6545.555879
347.01422,199,6545.823885
348.83154,199,6546.010749
348.46375,199,6546.361447
346.1506,199,6546.643253
340.23676,199,6546.658882
346.16757,199,6547.153004
345.62015,199,6547.168152
345.52145,199,6548.222518
345.48007,199,6548.385597
347.82846,199,6548.703897
351.01083,199,6548.972621
350.3861,199,6549.161295
346.89243,199,6549.509504
348.37988,199,6549.797446
344.5856,199,6549.812611
348.8638,199,6550.310439
346.3487,199,6550.327758
350.48727,199,6551.382116
346.64807,199,6551.542178
346.36926,199,6551.854263
347.5411,199,6552.11826
348.19504,199,6552.31538
348.4227,199,6554.257771
344.88828,199,6554.539785
345.7281,199,6554.55459
347.2853,199,6555.030951
348.10983,199,6555.046523
349.51855,199,6556.074368
347.601,199,6556.226065
347.5772,199,6556.53345
352.59595,199,6556.799776
342.78906,199,6556.981033
349.79648,199,6557.319859
348.1209,199,6557.595601
345.34216,199,6557.610707
344.40222,199,6558.084977
344.21393,199,6558.100544
345.20734,199,6559.131678
345.87918,199,6559.283347
346.71634,199,6559.585709
346.12512,199,6559.835074
338.79218,199,6560.018064
350.5859,199,6560.362363
346.28177,199,6560.650825
349.1817,199,6560.666295
340.3691,199,6561.152008
348.20862,199,6561.168416
352.02206,199,6562.206249
349.6638,199,6562.358433
345.57977,199,6562.668439
341.70602,199,6562.931937
345.7344,199,6563.110458
348.58942,199,6563.462784
351.0959,199,6563.745313
349.39835,199,6563.760678
345.14197,199,6564.249141
344.7559,199,6564.265853
346.2466,199,6565.303134
348.5713,199,6565.456791
347.31476,199,6565.756499
342.60974,199,6566.014175
349.9573,199,6566.207826
343.768,199,6566.559314
345.26553,199,6566.833813
346.20804,199,6566.850401
345.9031,199,6577.176011
346.9458,199,6577.191994
349.32913,199,6578.22298
349.22128,199,6578.374854
348.93436,199,6578.672531
349.65125,199,6578.925226
346.80212,199,6579.108384
346.36432,199,6581.038331
347.6079,199,6581.320066
346.0109,199,6581.335299
349.58463,199,6581.985459
345.93643,199,6582.000668
350.21054,199,6583.034883
351.28622,199,6583.18407
348.88022,199,6583.484519
345.6425,199,6583.745336
344.67618,199,6583.928589
345.99088,199,6584.265204
350.87915,199,6584.548745
348.04294,199,6584.56351
346.74643,199,6585.041554
341.53455,199,6585.057066
344.5873,199,6586.07119
344.79553,199,6586.226549
343.92947,199,6586.53645
346.28198,199,6586.796639
350.20425,199,6586.988563
350.175,199,6587.363192
341.39764,199,6587.655717
349.27673,199,6587.672202
347.09836,199,6588.194984
345.93863,199,6588.211093
345.54343,199,6589.338031
341.42984,199,6589.50212
342.6781,199,6589.852769
346.7197,199,6590.126851
349.6361,199,6590.328689
346.18863,199,6590.707488
351.911,199,6591.010848
352.30304,199,6591.025803
348.9384,199,6591.567822
346.6695,199,6591.583586
346.5471,199,6592.705348
343.03424,199,6592.875108
352.10556,199,6593.211219
347.49817,199,6593.50029
341.03394,199,6593.702975
350.60187,199,6594.084395
347.99744,199,6594.384864
349.81372,199,6594.401126
346.7719,199,6594.910928
355.54755,199,6594.928168
345.6185,199,6595.975403
350.35556,199,6596.134576
341.13693,199,6596.446413
341.32593,199,6596.714625
348.9192,199,6596.902654
348.29208,199,6598.8352
350.57947,199,6599.118356
345.9919,199,6599.135252
352.586,199,6599.609116
345.86212,199,6599.62505
346.51724,199,6600.654267
349.04446,199,6600.805459
344.44437,199,6601.121821
352.28622,199,6601.387338
343.60706,199,6601.58152
347.97562,199,6601.928837
351.40378,199,6602.214649
349.7999,199,6602.231229
345.4273,199,6602.71945
347.17532,199,6602.736055
348.4568,199,6603.793585
346.8353,199,6603.948997
346.8124,199,6604.26608
350.41223,199,6604.532738
353.3548,199,6604.726747
346.72318,199,6605.077255
349.3568,199,6605.356275
347.49213,199,6605.373019
343.52548,199,6605.858759
347.77386,199,6605.874515
344.57675,199,6606.924176
344.70813,199,6607.083604
344.82736,199,6607.403815
344.87146,199,6607.673162
349.72772,199,6607.863354
346.89142,199,6608.222969
347.8076,199,6608.506107
344.79013,199,6608.522591
345.44183,199,6609.017051
346.40265,199,6609.033053
347.42328,199,6610.08359
347.6233,199,6610.239929
351.6274,199,6610.559149
344.49927,199,6610.830865
346.57285,199,6611.027437
350.3962,199,6611.380517
346.4206,199,6611.661296
344.8942,199,6611.676886
346.1108,199,6612.179085
352.01895,199,6612.194579
351.5181,199,6623.20104
344.956,199,6623.356841
345.8987,199,6623.664945
348.8284,199,6623.933372
348.02277,199,6624.120398
348.34015,199,6626.055776
347.15955,199,6626.330408
344.52896,199,6626.345571
343.88846,199,6626.825531
346.22665,199,6626.841574
353.06094,199,6627.847544
352.23352,199,6627.998904
345.57907,199,6628.311745
352.09485,199,6628.576899
345.7448,199,6628.75965
349.1829,199,6629.10475
348.23456,199,6629.386821
353.3897,199,6629.402927
352.6434,199,6629.88709
354.9971,199,6629.903077
342.2901,199,6630.953589
349.4312,199,6631.105449
351.42853,199,6631.416564
349.74954,199,6631.688529
351.18686,199,6631.884668
352.88098,199,6632.233089
346.44254,199,6632.520358
349.7487,199,6632.536862
346.19684,199,6633.033711
347.43826,199,6633.049689
349.5645,199,6634.095158
348.20624,199,6634.246726
347.15512,199,6634.559936
346.5495,199,6634.831697
345.63742,199,6635.015873
351.46652,199,6635.361719
346.82742,199,6635.646894
346.7782,199,6635.66298
345.5971,199,6636.157935
351.35538,199,6636.174403
350.73196,199,6637.236534
349.30164,199,6637.388158
351.62003,199,6637.701097
347.53317,199,6637.966047
346.97025,199,6638.159607
353.56558,199,6638.506233
345.6787,199,6638.790409
344.8275,199,6638.806475
343.36566,199,6639.293463
347.57187,199,6639.310304
353.36774,199,6640.369174
353.16574,199,6640.528478
347.9393,199,6640.83937
353.15793,199,6641.111158
343.16986,199,6641.30412
350.01044,199,6641.652637
344.5189,199,6643.527208
346.17978,199,6643.543276
348.99335,199,6644.022754
352.58075,199,6644.038314
350.1579,199,6645.059859
350.7634,199,6645.21808
348.5099,199,6645.534805
347.32074,199,6645.809526
348.6799,199,6646.000492
349.7032,199,6646.349558
351.35474,199,6646.638466
348.55243,199,6646.655169
337.8263,199,6647.141788
350.30316,199,6647.157441
347.54633,199,6648.218204
346.3325,199,6648.377038
347.87173,199,6648.690217
350.34674,199,6648.955585
347.2077,199,6649.146365
347.44257,199,6649.502737
350.27594,199,6649.79081
351.42993,199,6649.80642
345.92117,199,6650.297975
349.4107,199,6650.31448
350.48337,199,6651.360492
343.7349,199,6651.517869
343.87143,199,6651.82879
347.80698,199,6652.102593
345.55847,199,6652.291874
347.26266,199,6652.641785
350.75134,199,6652.928694
349.4234,199,6652.944726
351.4062,199,6653.440817
346.5524,199,6653.456431
343.9526,199,6654.514438
346.8986,199,6654.671951
350.13428,199,6654.993323
351.2421,199,6655.262514
346.5733,199,6655.455439
346.80173,199,6655.802909
352.54636,199,6656.086551
337.6114,199,6656.104045
352.0505,199,6656.592607
348.22916,199,6656.608375
345.94415,199,6657.655564
351.0109,199,6657.816129
350.40778,199,6658.135648
346.0725,199,6658.410746
348.63913,199,6668.432468
347.39288,199,6668.778129
348.87424,199,6670.651688
351.52884,199,6670.667351
347.9882,199,6671.146379
344.22305,199,6671.161469
340.64972,199,6672.172668
333.89633,199,6672.321312
344.6434,199,6672.623009
345.12836,199,6672.886378
346.9743,199,6673.079162
338.30243,199,6673.421966
339.38892,199,6673.70422
337.42172,199,6673.720997
340.763,199,6674.215318
340.20456,199,6674.231792
338.98206,199,6675.278229
344.9451,199,6675.431742
340.75317,199,6675.748579
338.99765,199,6676.016065
338.66934,199,6676.210548
338.41574,199,6676.561973
342.54575,199,6676.851671
331.44272,199,6676.867314
341.26727,199,6677.362253
343.24615,199,6677.37885
343.4951,199,6678.435434
339.86542,199,6678.592661
341.09296,199,6678.910268
340.21793,199,6679.17887
337.99088,199,6679.371472
342.6525,199,6679.728917
348.96432,199,6680.01361
343.0219,199,6680.030659
339.70605,199,6680.530277
342.79785,199,6680.547727
342.35068,199,6681.592491
342.478,199,6681.746983
340.91696,199,6682.061466
332.87476,199,6682.33346
338.70392,199,6682.520727
342.02124,199,6682.863995
334.1636,199,6683.148452
343.712,199,6683.164047
339.62317,199,6683.657745
341.6585,199,6683.674343
341.0532,199,6684.709752
342.3891,199,6684.871869
339.96155,199,6685.183312
338.9868,199,6685.45384
339.0869,199,6685.646102
340.35477,199,6685.9981
334.03226,199,6687.87118
349.2817,199,6687.885927
338.29413,199,6688.372275
345.36844,199,6688.387123
339.8319,199,6689.411872
342.77454,199,6689.563951
342.8331,199,6689.870583
344.50955,199,6690.132457
345.07834,199,6690.325246
342.59714,199,6690.670569
341.04807,199,6690.957033
339.6653,199,6690.972614
344.81464,199,6691.465415
344.73425,199,6691.480612
338.14114,199,6692.540653
344.29056,199,6692.700502
343.68033,199,6693.010926
334.91626,199,6693.274863
341.52576,199,6693.46577
341.91406,199,6693.807498
340.01767,199,6694.087384
342.5717,199,6694.104335
346.87326,199,6694.604075
337.07544,199,6694.619682
342.64566,199,6695.666881
336.292,199,6695.821988
340.67255,199,6696.130675
342.3761,199,6696.406929
341.75235,199,6696.596827
340.87656,199,6696.951469
334.90033,199,6697.243856
344.5401,199,6697.262422
344.61676,199,6697.758242
348.09003,199,6697.774322
340.4601,199,6698.829484
339.18497,199,6698.984296
337.3472,199,6699.295466
343.17032,199,6699.567845
337.74728,199,6699.754609
336.44873,199,6700.105942
344.02,199,6700.394194
336.0129,199,6700.410669
337.98853,199,6700.905427
342.52,199,6700.922006
339.24786,199,6701.980209
345.03653,199,6702.136474
340.83185,199,6702.447803
339.5787,199,6702.720814
338.9027,199,6702.911543
335.2057,199,6703.259202
337.86682,199,6705.139634
342.1591,199,6705.156132
340.37534,199,6715.472208
343.0261,199,6715.488553
341.2248,199,6716.532213
347.23337,199,6716.686931
341.23157,199,6717.004072
345.04977,199,6717.274083
349.8979,199,6717.462337
344.35434,199,6717.806367
347.04422,199,6718.087519
350.08002,199,6718.1036
348.15405,199,6718.600513
348.4266,199,6718.615983
353.39075,199,6719.651509
344.79898,199,6719.809235
342.90732,199,6720.124694
347.42715,199,6720.388196
351.143,199,6720.578695
350.91302,199,6720.923332
348.1327,199,6721.211806
346.3653,199,6721.227031
351.32742,199,6721.715707
346.05655,199,6721.732289
347.20462,199,6722.779903
350.24646,199,6722.94569
351.5602,199,6723.279429
347.89743,199,6723.56931
348.37872,199,6723.778175
349.48923,199,6724.149281
344.26068,199,6724.456094
